Israeli Cyber Ecosystem — Deal Database | Lama Partners | Jun 2026 | 331 companies | 485 deal rows | Sources: PitchBook + Startup Nation Finder + Web Scraping,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPANY INFO — repeats on every deal row,,,,,,,,,,,,,,,,,,DEAL INFO — changes per row,,,,,META,
Company Name,Website,PitchBook URL,Founding Year,Employees,Description (1 line),HQ City / Region,HQ Country,Sector Tag,Founders,Military Unit,Last Role Before Founding,Founder LinkedIn (to fill),Angels Involved,Customers (public),Total Raised ($M),Post-Money Valuation ($M),Acquired?,Acquirer,Exit Size ($M),Round Type,Round Date,Round Size ($M),Lead Investor,Co-Investors,Round Valuation ($M),Source,Notes
Torq,torq.io,,2020,300,AI-native SOC hyperautomation — replaces analyst labor with AI-driven security operations platform,Denver / Tel Aviv,Israel,Security Operations,"Ofer Smadari, Leonid Belkind, Eldad Livni",8200,Demisto (Palo Alto Networks),,,"Marriott, PepsiCo, P&G, Siemens, Uber, Virgin Atlantic",332,1200,No,,,Later Stage VC,Jan 2026,140.00,Merlin Ventures,"Bessemer Venture Partners, Evolution Equity Partners, Greenfield Partners, Insight Partners, Notable Capital","1,200.00",PitchBook (cyber_deals export),Unicorn $1.2B Jan 2026. Acquired Jit (Lama portfolio). Merlin Ventures led $140M Series D.
Trail Security,trailsec.com,,2022,,Intelligent data protection platform,Tel Aviv,Israel,Data Security,Eldad Livni,8200,Torq (CINO),,,,,,Yes,Cyera,Undisclosed,Early Stage VC,Oct 2024,35.00,,,,PitchBook (cyber_deals export),Acquired by Cyera 2024. CyberStarts seeded. Eldad Livni was CINO at Torq.
Trustmi.ai,www.trustmi.ai,https://my.pitchbook.com/profile/521679-97/company/profile,2021,48,End-to-end payment security — prevents business payment fraud and supply chain payment attacks,Tel Aviv 642390,Israel,GRC & Compliance,Shai Gabay,Unknown,,,,,21.00,,No,,,Early Stage VC,Jul 2023,17.00,Zeev Ventures,"Assaf Rappaport, Chen Amit, CyberStarts, Eynat Guez",,PitchBook (cyber_deals export),Primary Industry: Financial Software
Trustmi.ai,www.trustmi.ai,https://my.pitchbook.com/profile/521679-97/company/profile,2021,48,End-to-end payment security — prevents business payment fraud and supply chain payment attacks,Tel Aviv 642390,Israel,GRC & Compliance,Shai Gabay,Unknown,,,,,21.00,,No,,,Accelerator,May 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Financial Software
Trustmi.ai,www.trustmi.ai,https://my.pitchbook.com/profile/521679-97/company/profile,2021,48,End-to-end payment security — prevents business payment fraud and supply chain payment attacks,Tel Aviv 642390,Israel,GRC & Compliance,Shai Gabay,Unknown,,,,,21.00,,No,,,Series A,,21.0,,,,PitchBook (cyber_deals export),Primary Industry: Financial Software
Tune Security,tunesecurity.io,,2022,11-50,Redefining security in the age of AI,Tel Aviv,Israel,Security Operations,,Unknown,,,,,8.2,,No,,,Seed,,8.2,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Tuvis,www.tuvis.com,https://my.pitchbook.com/profile/484237-36/company/profile,2019,30,"Communication compliance — controls enterprise messaging apps (WhatsApp, Teams, Slack) for regulated industries",Israel,Israel,GRC & Compliance,Deborah Wanzo,Unknown,,,,,10.14,38.05,No,,,Accelerator,Jan 2023,,,,,PitchBook (cyber_deals export),Primary Industry: Business/Productivity Software. Communication Software | Other Software
Tuvis,www.tuvis.com,https://my.pitchbook.com/profile/484237-36/company/profile,2019,30,"Communication compliance — controls enterprise messaging apps (WhatsApp, Teams, Slack) for regulated industries",Israel,Israel,GRC & Compliance,Deborah Wanzo,Unknown,,,,,10.14,38.05,No,,,Accelerator,Feb 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Business/Productivity Software. Communication Software | Other Software
Tuvis,www.tuvis.com,https://my.pitchbook.com/profile/484237-36/company/profile,2019,30,"Communication compliance — controls enterprise messaging apps (WhatsApp, Teams, Slack) for regulated industries",Israel,Israel,GRC & Compliance,Deborah Wanzo,Unknown,,,,,10.14,38.05,No,,,Later Stage VC,Jul 2025,,,,,PitchBook (cyber_deals export),Primary Industry: Business/Productivity Software. Communication Software | Other Software
Twine Security,twinesecurity.com,https://my.pitchbook.com/profile/711407-53/company/profile,2024,,AI-native IAM automation — digital employees executing security operations tasks end-to-end,Tel Aviv,Israel,AI Security,Benny Porat,Unknown,"CyberArk, IAM roles",,Assaf Rappaport,,12,,No,,,Accelerator,Feb 2025,,,,,PitchBook (cyber_deals export),Assaf Rappaport personal investment. $12M seed Apr 2025. Agentic IAM automation.
Twine Security,twinesecurity.com,https://my.pitchbook.com/profile/711407-53/company/profile,2024,,AI-native IAM automation — digital employees executing security operations tasks end-to-end,Tel Aviv,Israel,AI Security,Benny Porat,Unknown,"CyberArk, IAM roles",,Assaf Rappaport,,12,,No,,,Accelerator,Apr 2025,,,,,PitchBook (cyber_deals export),Assaf Rappaport personal investment. $12M seed Apr 2025. Agentic IAM automation.
Twine Security,twinesecurity.com,https://my.pitchbook.com/profile/711407-53/company/profile,2024,,AI-native IAM automation — digital employees executing security operations tasks end-to-end,Tel Aviv,Israel,AI Security,Benny Porat,Unknown,"CyberArk, IAM roles",,Assaf Rappaport,,12,,No,,,Seed,Apr 2025,12.00,"Crosspoint Capital Partners, Ten Eleven Ventures","Assaf Rappaport, Dell Technologies Capital, Roy Reznik, Varun Badhwar, XPS Venture Syndicate",,PitchBook (cyber_deals export),Assaf Rappaport personal investment. $12M seed Apr 2025. Agentic IAM automation.
Twingate,twingate.com,,2019,51-200,Zero Trust Network Access Solutions,Tel Aviv,Israel,Network Security,"Tony Huie, Alex Marshall, Lior Rozner",None (US-based founding team with Israeli R&D),"Google, Duo Security, enterprise networking veterans",,,"10,000+ organizations — SMB to enterprise zero trust access",59,,No,,,Series B,,59.0,,,,Startup Nation Finder,Zero trust network access. $59M raised. Series B 8VC.
ULTRA RED,ultrared.com,,,,"Developer of a continuous threat exposure management platform designed to continuously identify, validate, and priori...",Tel Aviv,Israel,Security Operations,,Unknown,,,,,,,No,,,Later Stage VC,Feb 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Business Products and Services (B2B)
Upstream,www.upstream.auto,https://my.pitchbook.com/profile/181995-04/company/profile,2017,152,Cloud-based automotive cybersecurity platform for connected and autonomous vehicles,Herzliya 4685211,Israel,OT / ICS / IoT,Yoav Levy,Unknown,,,,,105.15,304.53,No,,,Later Stage VC,Jan 2023,0.03,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Business/Productivity Software | Automotive
Upstream,www.upstream.auto,https://my.pitchbook.com/profile/181995-04/company/profile,2017,152,Cloud-based automotive cybersecurity platform for connected and autonomous vehicles,Herzliya 4685211,Israel,OT / ICS / IoT,Yoav Levy,Unknown,,,,,105.15,304.53,No,,,Later Stage VC,Apr 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Business/Productivity Software | Automotive
Upstream,www.upstream.auto,https://my.pitchbook.com/profile/181995-04/company/profile,2017,152,Cloud-based automotive cybersecurity platform for connected and autonomous vehicles,Herzliya 4685211,Israel,OT / ICS / IoT,Yoav Levy,Unknown,,,,,105.15,304.53,No,,,Accelerator,Apr 2025,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Business/Productivity Software | Automotive
Upwind Security,upwind.io,,2022,201-500,Cloud Security Platform,Tel Aviv,Israel,Cloud Security,"Amiram Shachar, Liran Polak, Lavi Ferdman, Tal Zuri",None (Spot.io serial entrepreneur team — prev sold Spot.io to NetApp $450M),"Co-founders of Spot.io, sold to NetApp for $450M in 2020",,,"Siemens, Peloton, Roku, NuBank",430,1500,No,"Datadog (in talks ~$1B, reported Jul 2025)",,Series B,,428.0,,,,Startup Nation Finder,Unicorn $1.5B Jan 2026. 900% revenue growth. CyberStarts seed. Bessemer + Salesforce Ventures + Greylock Series B.
Valence Security,valencesecurity.com,,2021,51-200,Collaborative SaaS Security Remediation,Tel Aviv,Israel,Security Operations,,Unknown,,,,,32.0,,No,,,Series A,,32.0,,,,Startup Nation Finder,Stage: A. Business Model: B2B.
Varonis Systems,varonis.com,,2005,500+,Data Security Platform,Tel Aviv,Israel,Data Security,"Yaki Faitelson, Ohad Korkus",8200,IDF Unit 8200 veterans — enterprise data security,,,"Fortune 500, global banks, healthcare, government — $600M+ ARR",134.79,,No,,,IPO/Public,,134.79,,,,Startup Nation Finder,NASDAQ: VRNS. Public 2014. Data security for unstructured data. $600M+ ARR. Market cap ~$4B.
Vega Security,vega.io,https://my.pitchbook.com/profile/762454-27/company/profile,2023,100,AI-native security analytics — SIEM replacement with instant access to all data sources without migration,Tel Aviv,Israel,Security Operations,"Shay Sandler, Eli Rozen",8200 / Intel Granulate alumni,Intel Granulate (acquired by Intel),,,"Fortune 20, top banks, global healthcare",185,700,No,,,Early Stage VC,Mar 2025,65.00,Gili Raanan,"Accel, Artisanal Ventures, CRV, CyberStarts, Lior Simon, Redpoint Ventures",200.00,PitchBook (cyber_deals export),$700M valuation Dec 2025. 100 employees Tel Aviv + NYC.
Vega Security,vega.io,https://my.pitchbook.com/profile/762454-27/company/profile,2023,100,AI-native security analytics — SIEM replacement with instant access to all data sources without migration,Tel Aviv,Israel,Security Operations,"Shay Sandler, Eli Rozen",8200 / Intel Granulate alumni,Intel Granulate (acquired by Intel),,,"Fortune 20, top banks, global healthcare",185,700,No,,,Early Stage VC,Dec 2025,120.00,"Calcalist, CRV","Accel, CyberStarts, Redpoint Ventures",700.00,PitchBook (cyber_deals export),$700M valuation Dec 2025. 100 employees Tel Aviv + NYC.
Velotix,velotix.ai,,2020,11-50,AI-powered Data Security Platform,Tel Aviv,Israel,Data Security,,Unknown,,,,,10.0,,No,,,Seed,,10.0,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Venice,venice.io,https://my.pitchbook.com/profile/1318748-32/company/profile,2024,,Privileged access management (PAM) — live policy-driven decisions replacing static access workflows,Tel Aviv,Israel,Identity & Access,Rotem Lurie,Unknown,Enterprise IAM,,Assaf Rappaport,,33,,No,,,Early Stage VC,Feb 2026,25.00,IVP,"Assaf Rappaport, Dor Knafo, Gil Azrielant, Holly Ventures, Index Ventures, Raz Herzberg, Vine Ventures",,PitchBook (cyber_deals export),IVP + Index Series A $25M Feb 2026. Assaf Rappaport angel. NHI/PAM = hottest sub-category.
Vicarius,vicarius.io,,2016,51-200,Consolidated Exposure Remediation,Tel Aviv,Israel,Security Operations,"Michael Assraf, Roi Cohen, Yossi Ze'evi",8200,IDF Unit 8200 cybersecurity veterans,,,SMB and mid-market enterprises — vulnerability management,60.16,,No,,,Series B,,60.16,,,,Startup Nation Finder,Consolidated exposure remediation. $60.16M raised. Series B Bright Pixel Capital.
Vinesight,vinesight.com,,2018,11-50,Detect and Combat Toxic Attacks and Disinformation,Tel Aviv,Israel,Threat Intelligence,,Unknown,,,,,4.0,,No,,,Seed,,4.0,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Vorlon Technologies,vorlon.io,,2022,11-50,AI-driven Platform for API Attack Surface,Tel Aviv,Israel,Security Operations,,Unknown,,,,,15.7,,No,,,Series A,,15.7,,,,Startup Nation Finder,Stage: A. Business Model: B2B.
Voyager Labs,voyagerlabs.co,,2012,51-200,AI-based Behavioral Analytics,Tel Aviv,Israel,OT / ICS / IoT,Eitan Achlow,8200,IDF intelligence unit — AI and cybersecurity,,,"Law enforcement, government, intelligence agencies globally",100,,No,,,Series A,,100.0,,,,Startup Nation Finder,AI-based behavioral analytics for law enforcement. $100M raised.
Vulcan Cyber,vulcan.io,,,,"Developer of a vulnerability remediation platform designed for exposure management programs by centralizing, prioriti...",Tel Aviv,Israel,Application Security,"Yaniv Bar-Dayan, Roy Horovitz, Tal Morgenstern",8200,IDF Unit 8200 cybersecurity veterans — enterprise vulnerability management,,,"Enterprise DevOps, financial services",56,,No,,,Later Stage VC,Nov 2023,56.00,Dawn Capital,"Maor Investments, Ten Eleven Ventures, Wipro Ventures, YL Ventures",128.00,PitchBook (cyber_deals export),Exposure remediation platform. $56M raised. Dawn Capital Series B Nov 2023.
Wandz.ai,wandz.ai,,,,Developer of a digital journey continuity platform designed to gather non-personally identifiable information on cust...,Raanana,Israel,Application Security,,Unknown,,,,,4.4,,No,,,Later Stage VC,Jul 2023,4.42,,,176.65,PitchBook (cyber_deals export),Primary Industry: Information Technology
Willow,willow.security,,2025,1-10,The AI Basecamp for the Enterprise,Tel Aviv,Israel,Security Operations,,Unknown,,,,,7.0,,No,,,Seed,,7.0,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Wing Security,wing.security,,2020,11-50,SaaS Security Posture Management,Tel Aviv,Israel,Security Operations,,Unknown,,,,,26.0,,No,,,Series A,,26.0,,,,Startup Nation Finder,Stage: A. Business Model: B2B.
Wiz,wiz.io,,2020,,"Cloud security platform — CNAPP, CSPM, cloud workload protection and cloud detection & response",Tel Aviv,Israel,Cloud Security,"Assaf Rappaport, Yinon Costica, Roy Reznik, Ami Luttwak",8200,Microsoft Azure Security,,,"Marriott, BMW, DocuSign, Salesforce",1900,,Yes,Google,32000,,,,,,,SNC 2025 / PitchBook,Largest Israeli tech exit ever. $32B Google acquisition closed 2025. All co-founders Unit 8200 and ex-Microsoft Azure.
Zenity,zenity.io,https://my.pitchbook.com/profile/462161-35/company/profile,2021,195,"Governance and security for agentic AI, copilots, and low-code/no-code enterprise platforms",Tel Aviv,Israel,AI Security,"Ben Kliger, Michael Bargury",Unknown,"Microsoft, enterprise security",,,Fortune 500 enterprise,59.5,49.13,No,,,Early Stage VC,Sep 2023,16.50,Intel Capital,"B5 Capital, Gefen Capital, UpWest, Vertex Ventures Israel",49.13,PitchBook (cyber_deals export),First mover securing enterprise copilots and AI agents. 3x YoY growth. Microsoft M12 strategic investment.
Zenity,zenity.io,https://my.pitchbook.com/profile/462161-35/company/profile,2021,195,"Governance and security for agentic AI, copilots, and low-code/no-code enterprise platforms",Tel Aviv,Israel,AI Security,"Ben Kliger, Michael Bargury",Unknown,"Microsoft, enterprise security",,,Fortune 500 enterprise,59.5,49.13,No,,,Early Stage VC,Jul 2024,38.00,"M12, Third Point Ventures","DTCP Growth, Intel Capital, Vertex Ventures Israel",,PitchBook (cyber_deals export),First mover securing enterprise copilots and AI agents. 3x YoY growth. Microsoft M12 strategic investment.
Zenity,zenity.io,https://my.pitchbook.com/profile/462161-35/company/profile,2021,195,"Governance and security for agentic AI, copilots, and low-code/no-code enterprise platforms",Tel Aviv,Israel,AI Security,"Ben Kliger, Michael Bargury",Unknown,"Microsoft, enterprise security",,,Fortune 500 enterprise,59.5,49.13,No,,,Accelerator,Apr 2025,,,,,PitchBook (cyber_deals export),First mover securing enterprise copilots and AI agents. 3x YoY growth. Microsoft M12 strategic investment.
Zenyard,www.zenyard.ai,https://my.pitchbook.com/profile/1165447-99/company/profile,2025,4,"AI agent for security researchers — automates binary reconstruction, threat intel, reverse engineering",Israel,Israel,AI Security,Yuval Luria,Unknown,,,,,,,No,,,Accelerator,Dec 2025,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Zenyard,www.zenyard.ai,https://my.pitchbook.com/profile/1165447-99/company/profile,2025,4,"AI agent for security researchers — automates binary reconstruction, threat intel, reverse engineering",Israel,Israel,AI Security,Yuval Luria,Unknown,,,,,,,No,,,Seed,Feb 2026,,Mindset Ventures,"Raanan Raz, TAU Ventures, The Chartered Group, Zuk Avraham",,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Zero Networks,zeronetworks.com,https://my.pitchbook.com/profile/339825-61/company/profile,2019,120,Automated microsegmentation and zero trust — auto-creates and enforces network access policies per user and machine,Tel Aviv,Israel,Network Security,"Benny Lakunishok, Amir Frankel",8200,Check Point Software,,,"Enterprise, financial services",101.7,100,No,,,Early Stage VC,Dec 2023,21.70,U.S,"CyberArk Software, Dmitri Alperovitch, F2 Venture Capital, PICO Venture Partners, Venrock",100.00,PitchBook (cyber_deals export),Revenue +300% since late 2023. Customer base 3x. $100M total raised.
Zero Networks,zeronetworks.com,https://my.pitchbook.com/profile/339825-61/company/profile,2019,120,Automated microsegmentation and zero trust — auto-creates and enforces network access policies per user and machine,Tel Aviv,Israel,Network Security,"Benny Lakunishok, Amir Frankel",8200,Check Point Software,,,"Enterprise, financial services",101.7,100,No,,,Later Stage VC,Jun 2025,55.00,Highland Europe,"Alicorn, Alpha Partners, F2 Venture Capital, PICO Venture Partners, U.S. Venture Partners, Venrock",,PitchBook (cyber_deals export),Revenue +300% since late 2023. Customer base 3x. $100M total raised.
Zeroport,www.zeroport.com,https://my.pitchbook.com/profile/771037-57/company/profile,2025,25,Hardware-based network access security — eliminates attack surfaces for secure remote connectivity,"Herzliya, Israel",Israel,Network Security,Joseph Gertz,Unknown,,,,,10.00,,No,,,Accelerator,Mar 2025,,,,,PitchBook (cyber_deals export),Primary Industry: Other Hardware. Other IT Services | Network Management Software
Zeroport,www.zeroport.com,https://my.pitchbook.com/profile/771037-57/company/profile,2025,25,Hardware-based network access security — eliminates attack surfaces for secure remote connectivity,"Herzliya, Israel",Israel,Network Security,Joseph Gertz,Unknown,,,,,10.00,,No,,,Seed,Jan 2026,10.00,lool ventures,"Clarim Ventures, Elron Ventures, Fusion Fund",,PitchBook (cyber_deals export),Primary Industry: Other Hardware. Other IT Services | Network Management Software
